numero,nom_four,autre_nom_four,num_entr,structure,nombre_employes,nombre_employes_mtl,politique_dev_durable,politique_appro_responsable,entreprise_econo_sociale,lieu_arr,lieu_ville,lieu_etat,lieu_pays,lieu_zone_achat
397658,ANDREANNE GODIN,,,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ahuntsic-Cartierville,MONTREAL,QC,CA,Place d'affaires à Montréal
574517,BRUNO MASSICOTTE CONSULTANT INC.,,1144229722,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
574032,LES ENTREPRISES C.F. VANIER INC.,NEQ:1175096859,1175096859,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,Sainte-Martine,QC,CA,Québec hors Conseil d'agglomération
575021,MON TECHNICIEN,,1174696345,*Société par actions/Corporations/Compagnie,16.0,,"O Plan, politique ou engagements de DD",N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
575716,SOCIETE DE GESTION PLACE CHARTIER  LTEE,,1167063701,*Société par actions/Corporations/Compagnie,2.0,,"O Plan, politique ou engagements de DD",N,N,Lachine,MONTREAL,QC,CA,Place d'affaires à Montréal
530062,COOPERATIVE INCITA,,1174394412,*Coopérative,3.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",O,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
203473,AMBIONER INC.,NEQ:1167561381,1167561381,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,Ville-Marie,Montreal,QC,CA,Place d'affaires à Montréal
577904,NM QUEBEC INC.,,1174835331,*Société par actions/Corporations/Compagnie,24.0,,N,N,N,,WESTMOUNT,QC,CA,Conseil d'agglomération hors Montréal
576451,SOPHIE LEMIEUX,,2269169746,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,STE-JULIE,QC,CA,Québec hors Conseil d'agglomération
157369,COHLMEYER ARCHITECTURE LIMITEE,,1162243241,*Société par actions/Corporations/Compagnie,14.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
576445,BIGIS EXPERT CONSEILS INC.,,1172101819,*Société par actions/Corporations/Compagnie,6.0,,"O Plan, politique ou engagements de DD",N,N,,MAGOG,QC,CA,Québec hors Conseil d'agglomération
447459,STUDIO HUB MTL INC.,,1172921612,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
530086,DOMINIQUE  ROY,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,ST-HUBERT,QC,CA,Québec hors Conseil d'agglomération
576450,L4 STUDIO INC.,,1173093650,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,WESTMOUNT,QC,CA,Conseil d'agglomération hors Montréal
578016,PBI CONSEILLERS EN ACTUARIAT  LTEE,,1171638258,*Société par actions/Corporations/Compagnie,91.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
578937,JOANNE VERONNEAU,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
158002,CONFECTIONS CARLO SAVO INC.,,1161629838,*Société par actions/Corporations/Compagnie,7.0,,N,N,N,Ahuntsic-Cartierville,MONTREAL,QC,CA,Place d'affaires à Montréal
132279,ANDRE PAPPATHOMAS,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
358443,EUROVIA QUEBEC CONSTRUCTION INC.,NEQ:1169491884,1169491884,*Société par actions/Corporations/Compagnie,2000.0,,N,N,N,,Laval,QC,CA,Québec hors Conseil d'agglomération
579769,EQUIPEMENT GARANT INC.,,1144179265,*Société par actions/Corporations/Compagnie,5.0,,"O Plan, politique ou engagements de DD",N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
579643,CNW GROUP LTD.,CNW a cision company,1170132642,*Société par actions/Corporations/Compagnie,317.0,,"O Plan, politique ou engagements de DD",N,N,,TORONTO,ON,CA,Canada mais hors Québec
579655,LES PROMOTIONS BALTHAZAR S.E.N.C,,3362457395,*Société en nom collectif,3.0,,"O Plan, politique ou engagements de DD",N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
579303,SIGNE FRANCOIS ROY INC.,1144129336,1144129336,*Société par actions/Corporations/Compagnie,32.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,Ste-Perpetue,QC,CA,Québec hors Conseil d'agglomération
578355,AUTENTIC INC.,,1174916347,*Société par actions/Corporations/Compagnie,,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
579213,GAUFAB INC.,,1174661471,*Société par actions/Corporations/Compagnie,6.0,,"O Plan, politique ou engagements de DD",N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
523244,COOPERATIVE MEILLEUR MONDE,,1173992075,*Coopérative,3.0,,N,N,O,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
157926,THEATRE A CORPS PERDUS,,1161812335,*Organisme à  but non lucratif,8.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
120566,SIMON BACHAND,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
580327,ACIER URBAIN INC.,,1172625148,*Société par actions/Corporations/Compagnie,4.0,,"O Plan, politique ou engagements de DD",N,N,,SAINTE-MELANIE,QC,CA,Québec hors Conseil d'agglomération
580809,LUC JODOIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,St-Remi,QC,CA,Québec hors Conseil d'agglomération
582825,6600 SAINT-URBAIN ASSOCIATES LIMITED PARTNERSHIP,,3375436097,*Société en commandite,150.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
582763,SOUDURE METALEX,,2274425232,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
583267,MARZIA PELLISSIER,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
582216,9193-6690 QUEBEC INC.,REFERENCE MEDIA,1165029860,*Société par actions/Corporations/Compagnie,21.0,,N,N,N,,ROBERVAL,QC,CA,Québec hors Conseil d'agglomération
107224,FILTRATION PLUS INC.,,1160197720,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,ST-HIPPOLYTE,QC,CA,Québec hors Conseil d'agglomération
121504,DURAQUIP INC.,NEQ:1142447920,1142447920,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,,Boucherville,QC,CA,Québec hors Conseil d'agglomération
584028,BREAULT ET GOSSELIN CONSTRUCTION INC.,,1170649132,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
582162,DISTRIBUTION DAKI 2008,NEQ:1165491185,1165491185,*Société par actions/Corporations/Compagnie,10.0,,N,"O Plan, politique ou engagements de DD",N,,St-Georges,QC,CA,Québec hors Conseil d'agglomération
582281,STELE MEDIAS COMMUNICATIONS ET RELATIONS PUBLIQUES INC.,,1175687335,*Société par actions/Corporations/Compagnie,3.0,,"O Plan, politique ou engagements de DD",N,N,Saint-Léonard,MONTREAL,QC,CA,Place d'affaires à Montréal
543602,MARKETING E-MOTIONS INC.,,1165878910,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
583210,THALES DIS CANADA INC.,,1164426216,*Société par actions/Corporations/Compagnie,2300.0,,"O Plan, politique ou engagements de DD",N,N,,TORONTO,ON,CA,Canada mais hors Québec
583176,RESEAU D'INTERVENTION AUPRES DES PERSONNES AYANT SUBI LA VIOLENCE ORGANISEE RIVO,,1143223965,*Organisme à  but non lucratif,5.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
127550,LES ENTREPRISES J. PICCIONI INC.,,1142722355,*Société par actions/Corporations/Compagnie,50.0,,N,N,N,Lachine,LACHINE,QC,CA,Place d'affaires à Montréal
582372,CALIBRATION QUEBEC,CHARLES-ANTOINE PAQUET,2274808064,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
526693,COOP LUDOTEK-ART,NEQ: 1168347392,1168347392,*Coopérative,,,N,"O Plan, politique ou engagements de DD",O,Ahuntsic-Cartierville,Montreal,QC,CA,Place d'affaires à Montréal
180741,JP INSTALLATIONS INC,,1164428592,*Société par actions/Corporations/Compagnie,7.0,,N,N,N,,SAINT-HUBERT,QC,CA,Québec hors Conseil d'agglomération
150289,DUBOIS CHEMICALS CANADA INC.,NEQ:1177362168,1177362168,*Société par actions/Corporations/Compagnie,400.0,,N,N,N,Saint-Laurent,Montreal,QC,CA,Place d'affaires à Montréal
101391,CENTRE DE FORMATION PAR L'ACTION INC.,,1174783267,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,SHERBROOKE,QC,CA,Québec hors Conseil d'agglomération
589288,GROUPE NOVO SST,,1169650547,*Société par actions/Corporations/Compagnie,179.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
185078,VS CONSULTANT,,1162137245,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,Montréal-Nord,MONTREAL,QC,CA,
147788,ALLIED MEDICAL INSTRUMENTS INC.,,,*Société par actions/Corporations/Compagnie,14.0,,N,N,N,,CONCORD,ON,CA,Canada mais hors Québec
389836,9284-1956 QUEBEC INC.,,1169252435,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Anjou,MONTREAL,QC,CA,Place d'affaires à Montréal
588960,ALEXANDRO LEBRUN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,LORRAINE,QC,CA,Québec hors Conseil d'agglomération
588997,PAUL-ANDRE LAFLEUR M.D. INC.,NEQ:1169499812,1169499812,*Société par actions/Corporations/Compagnie,,,N,N,N,Ville-Marie,Montreal,QC,CA,Place d'affaires à Montréal
589119,"DIALOGUE, PREVENTION ET REGLEMENT DES DIFFERENDS INC.",,1166660481,*Société par actions/Corporations/Compagnie,9.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
535683,MARTHA GARZON,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,LaSalle,MONTREAL,QC,CA,Place d'affaires à Montréal
590304,FRANCIS  FORTIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
590325,ANDREE DUPONT,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,LONGUEUIL,QC,CA,
320269,CONFERENCE ISABELLE  FONTAINE,,1163654578,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,BOUCHERVILLE.,QC,CA,Québec hors Conseil d'agglomération
591135,MARIETTE CLERMONT INC.,,1141485616,*Société par actions/Corporations/Compagnie,35.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
591069,MABEG INC.,,1173325029,*Société par actions/Corporations/Compagnie,8.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
591242,CALIBRE.12 INC.,,1175238121,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
591326,LES SYSTEMES DANIEL BROUSSEAU INC.,,1148862262,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,BOUCHERVILLE,QC,CA,Québec hors Conseil d'agglomération
591315,RODO INDUSTRIES INC.,,0000000NA,*Société par actions/Corporations/Compagnie,,,N,N,N,,LONDON,ON,CA,Canada mais hors Québec
591090,LOCATION PRINCE INC.,,1145048402,*Société par actions/Corporations/Compagnie,12.0,,N,N,N,,QUEBEC,QCS,CA,Québec hors Conseil d'agglomération
142509,PTV AMERICA INC.,,,*Société par actions/Corporations/Compagnie,,,N,N,N,,ARLINGTON,VA,US,Étranger hors Canada
214023,LES PAVAGES ET TERRASSEMENTS ST-BRUNO INC.,,1142615070,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,,SAINTE-JULIE,QC,CA,Québec hors Conseil d'agglomération
420228,AGENCE TEAM BUILDING,9125-8533 QUEBEC INC,1161301263,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,ST-MARC-SUR-RICHELIEU,QC,CA,Québec hors Conseil d'agglomération
117399,SOFTCHOICE LP,,3369689461,*Société par actions/Corporations/Compagnie,1200.0,,N,N,N,,TORONTO,QC,CA,Canada mais hors Québec
593677,MRCO CONSTRUCTION INC.,9193-2574 QUEBEC INC.,1165005779,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,,TERREBONNE,QC,CA,Québec hors Conseil d'agglomération
593814,9411-8296 QUEBEC INC.,,1175154138,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,,STE-JULIE,QC,CA,Québec hors Conseil d'agglomération
594979,JOHANNE LUSSIER PHOTOGRAPHE,,2249501174,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
593731,ROSE-MARIE CHAREST COMMUNICATIONS,,1171133037,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
596586,9102-2178 QUEBEC INC.,,1149938574,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
595694,POLYMERSHAPES DISTRIBUTION CANADA INC.,,1173750390,*Société par actions/Corporations/Compagnie,150.0,,N,N,N,,DORVAL,QC,CA,Conseil d'agglomération hors Montréal
595222,ARIANE RACICOT,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ahuntsic-Cartierville,Montreal,QC,CA,Place d'affaires à Montréal
596629,KBS MAINTENANCE PLUS,NEQ:1171958722 9343-6582 QUEBEC INC.,1171958722,*Société par actions/Corporations/Compagnie,100.0,,N,N,N,Saint-Laurent,Saint-Laurent,QC,CA,Place d'affaires à Montréal
155635,BRIO CONSEILS INC.,,1172752983,*Société par actions/Corporations/Compagnie,80.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
454077,CEGID INC.,,1171388888,*Société par actions/Corporations/Compagnie,73.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
101725,MICROSOFT CORPORATION,,,*Société par actions/Corporations/Compagnie,,,N,N,N,,RENO,NV,US,Étranger hors Canada
595086,EMBALLAGES MONTREAL EXPRESS INC.,,1167461434,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,,CHATEAUGUAY,QC,CA,Québec hors Conseil d'agglomération
596110,YASMINA MALKI,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
484383,FRANCIS THERRIEN,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
512624,CARINA  ROSE,,2266834623,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD",N,N,Outremont,MONTREAL,QC,CA,Place d'affaires à Montréal
411968,MALICIS INFORMATIQUE INC.,,1170129937,*Société par actions/Corporations/Compagnie,12.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
381824,BRUN BOIS INC.,,1170179585,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,,L'ASSOMPTION,QC,CA,Québec hors Conseil d'agglomération
598896,RELIEF - LE CHEMIN DE LA SANTE MENTALE,,1144584324,*Organisme à  but non lucratif,20.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
143647,THE LUMINAIRES GROUP INC. (LUMINIS),ECLAIRAGE CYCLONE,1171860712,*Société par actions/Corporations/Compagnie,66.0,,"O Plan, politique ou engagements de DD",N,N,,POINTE-CLAIRE,QC,CA,Conseil d'agglomération hors Montréal
600422,VERONIQUE POUPART,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,LONGUEUIL,QC,CA,Québec hors Conseil d'agglomération
599534,BMR DETAIL S.E.C.,NEQ:3375136051,3375136051,*Société en commandite,1000.0,,N,N,N,Le Sud-Ouest,Montreal,QC,CA,Place d'affaires à Montréal
121219,BLACK & MCDONALD LTEE,NEQ:1143849587,1143849587,*Société par actions/Corporations/Compagnie,6000.0,,N,N,N,,Brossard,QC,CA,Québec hors Conseil d'agglomération
114411,ACTION R-VAC INC.,,1140167355,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,Montréal-Nord,MONTREAL,QC,CA,Place d'affaires à Montréal
600979,EQUIPEMENTS SANITAIRES ONYS INC.,,1176033232,*Société par actions/Corporations/Compagnie,7.0,,"O Plan, politique ou engagements de DD",N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
412610,IGF AXIOM INC.,NEQ:1147455431,1147455431,*Société par actions/Corporations/Compagnie,100.0,,N,N,N,,Laval,QC,CA,Québec hors Conseil d'agglomération
385463,GREGORY TAILLON,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
600325,HELI-INTER INC.,,1147445044,*Société par actions/Corporations/Compagnie,60.0,,N,N,N,,ST-HUBERT,QC,CA,Québec hors Conseil d'agglomération
599933,TECHNOLOGIES LOGIKPOS INC.,,1175499186,*Société par actions/Corporations/Compagnie,7.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,LAVALTRIE,QC,CA,Québec hors Conseil d'agglomération
600392,SOUDURE ILTECH INC.,NEQ:1143006956,1143006956,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,Montréal-Nord,Montréal-Nord,QC,CA,Place d'affaires à Montréal
512619,BLACK BOX PRODUCTIONS LTD.,,1165894271,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,MONTREAL-OUEST,QC,CA,Conseil d'agglomération hors Montréal
600060,PLOMBERIE CHAUFFAGE SAMSON INC.,,1148998041,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
313210,LES LOGICIELS LIBRES LINAGORA INC.,,1169499044,*Société par actions/Corporations/Compagnie,150.0,,"O Plan, politique ou engagements de DD",N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
602093,9005-2622 QUEBEC INC,,1140453904,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
602464,RICHARD P. COTE - CONSULTANT,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD",N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
602425,CENTRE COMMUNAUTAIRE DE L'AVENUE GREENE,,1160724648,*Organisme à  but non lucratif,7.0,,N,N,N,,WESTMOUNT,QC,CA,Conseil d'agglomération hors Montréal
602077,STRYKER CANADA ULC,STRYKER CANADA MANUFACTURING ULC,1174565508,*Société par actions/Corporations/Compagnie,40000.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,WATERDOWN,ON,CA,Canada mais hors Québec
603020,VALERIE DUHAMEL,,2274670134,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
159934,LES SERVICES MULTIPORTE INC.,,1164042583,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,LaSalle,MONTREAL,QC,CA,Place d'affaires à Montréal
602652,STEAMATIC MONTREAL-OUEST,,1175951368,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
602475,LES MAMIZELLES,,1176409143,*Organisme à  but non lucratif,8.0,,"O Plan, politique ou engagements de DD",N,O,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
601841,PRODUITS SANITAIRES MIRON,,2271193718,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD",N,N,,ST ROCH DE L'ACHIGAN,QC,CA,Québec hors Conseil d'agglomération
603267,BERNARDO ALVARADO ROJAS,,2272119712,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
180806,MARIE-JOSE GUSTAVE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD",N,N,,GREENFIELD PARK,QC,CA,Québec hors Conseil d'agglomération
602599,LA FORGE,,2275422915,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
601878,PARKER MAH,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,Montreal,QC,CA,Place d'affaires à Montréal
602335,LES TERRASSEMENTS MONTREAL INC.,,1167215269,*Société par actions/Corporations/Compagnie,7.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
603277,9371-0812 QUEBEC INC,,1173310229,*Société par actions/Corporations/Compagnie,,,N,N,N,,BOUCHERVILLE,QC,CA,Québec hors Conseil d'agglomération
601863,AXOL INC,,1173337495,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,LES CEDRES,QC,CA,Québec hors Conseil d'agglomération
601803,RUC CONSTRUCTION INC,,1175465930,*Société par actions/Corporations/Compagnie,,,"O Plan, politique ou engagements de DD",N,N,,SAINT-LAZARE,QC,CA,Québec hors Conseil d'agglomération
602105,CONTAK AV INC,,1170630066,*Société par actions/Corporations/Compagnie,2.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
501728,COLLIERS MAITRES DE PROJETS INC.,,1163608608,*Société par actions/Corporations/Compagnie,650.0,,"O Plan, politique ou engagements de DD",N,N,,OTTAWA,ON,CA,Canada mais hors Québec
603132,MARTIN FALARDEAU TRANSPORT INC.,,1168073279,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,,MIRABEL,QC,CA,Québec hors Conseil d'agglomération
603160,FIERTE LITTERAIRE,,1174484312,*Organisme à  but non lucratif,1.0,,N,"O Plan, politique ou engagements de responsabilité sociale",O,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
603163,LES CONSTRUCTIONS RENALD JEAN INC,,1142800631,*Société par actions/Corporations/Compagnie,12.0,,"O Plan, politique ou engagements de DD",N,N,,RIVIERE-BEAUDETTE,QC,CA,Québec hors Conseil d'agglomération
601622,NICHOLAS DAWSON,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
603998,LEPOINTDEVENTE.COM INC.,,1170683743,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
603474,FAUBOURGS ONTARIO,,1169801819,*Organisme à  but non lucratif,,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
126221,TECHSTREET LLC.,,0000000NA,*Société par actions/Corporations/Compagnie,5.0,5.0,N,N,N,,Chicago,IL,US,
604280,JENNY CARTWRIGHT,,0000000NA,*Entreprise individuelle / Travailleur autonome,,,N,N,N,Villeray–Saint-Michel–Parc-Extension,Montreal,QC,CA,Place d'affaires à Montréal
604297,MENSCH MENSCH MENSCH E.V.,,0000000NA,*Organisme à  but non lucratif,10.0,,N,N,N,,BERLIN,,DE,Étranger hors Canada
605062,GLENN CASTANHEIRA,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
555720,PIERRE DURAND,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,SHERBROOKE,QC,CA,Québec hors Conseil d'agglomération
432634,HOLDRI.NET INC.,,1149591738,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
115948,PALASON BILLARD (ST-LAURENT) INC.,,1162714969,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,VAUDREUIL-DORION,QC,CA,Québec hors Conseil d'agglomération
604754,MUNICIPAL BENCHMARKING NETWORK OF CANADA (MBNCANADA),,0000000NA,*Organisme à  but non lucratif,2.0,,N,N,N,,DUNDAS,ON,CA,Canada mais hors Québec
605019,9213-7926 QUEBEC INC,OLIVIER HYUNDAI,1166107632,*Société par actions/Corporations/Compagnie,,,N,N,N,,ST-BASILE-LE-GRAND,QC,CA,Québec hors Conseil d'agglomération
604126,PRODUCTIONS WELCOME ABOARD,,1171216550,*Organisme à  but non lucratif,7.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
604929,LE PROJET COLLECTIF,,1170686944,*Organisme à  but non lucratif,3.0,,"O Plan, politique ou engagements de DD",N,N,Verdun,MONTREAL,QC,CA,Place d'affaires à Montréal
604122,MAXWELL JUSTIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,ST ADOLPHE D'HOWARD,QC,CA,Québec hors Conseil d'agglomération
399211,CLEVERBRIDGE AG,,0000000NA,*Société par actions/Corporations/Compagnie,,,N,N,N,,Cologne,,DE,Étranger hors Canada
165459,MSJ TECHNOLOGIE,3190757 CANADA INC.,1146033627,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,KIAMIKA,QC,CA,Québec hors Conseil d'agglomération
605033,METO FUZION INC,,1165238917,*Société par actions/Corporations/Compagnie,,,N,N,N,,JOLIETTE,QC,CA,Québec hors Conseil d'agglomération
424411,MONGO DB INC.,,0000000NA,*Société par actions/Corporations/Compagnie,,,N,N,N,,NEW-YORK,US,US,Étranger hors Canada
418467,P2K MONTREAL,NEQ:1143009851 - EXCAVATION FRANÇOIS NABELSI INC.,1143009851,*Société par actions/Corporations/Compagnie,7.0,,N,N,N,,Sallaberry De Valleyfield,QC,CA,
278744,NEPTUNE SECURITY SERVICES INC.,,1168627108,*Société par actions/Corporations/Compagnie,5000.0,,"O Plan, politique ou engagements de DD",N,N,,MONTREAL,QC,CA,
222454,ANNA LUPIEN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
